John Gatins,['tt1907668'],[]
Michael Roemer,['tt0058414'],[]
 Robert M. Young,['tt0058414'],[]
I. Marlene King,['tt0114011'],[]
Paulo Lins,['tt0317248'],[]
Bráulio Mantovani,['tt0317248'],[]
George Goldsmith,['tt0087050'],[]
Ted Griffin,"['tt0129332', 'tt0325805', 'tt0240772', 'tt0471042', 'tt0471042']",[]
Robert D. Siegel,"['tt1125849', 'tt1228953']",[]
Neal Purvis,"['tt0143145', 'tt0143145']",[]
Robert Wade,"['tt0143145', 'tt0143145']",[]
Bruce Feirstein,"['tt0143145', 'tt0113189', 'tt0120347']",[]
Steven Fechter,"['tt0361127', 'tt0361127']",[]
Nicole Kassell,['tt0361127'],[]
Michael Chabon,"['tt0185014', 'tt0316654']",[]
Steve Kloves,"['tt0185014', 'tt0417741', 'tt0241527', 'tt0304141', 'tt0330373', 'tt0097322', 'tt0295297']",[]
Ava DuVernay,['tt1211890'],[]
Donald E. Westlake,"['tt0120784', 'tt0099703']",[]
Terry Hayes,['tt0120784'],[]
Mark Rosenthal,"['tt0120751', 'tt0094074', 'tt0094074', 'tt0963966', 'tt0102975']",[]
Lawrence Konner,"['tt0120751', 'tt0094074', 'tt0094074', 'tt0963966', 'tt0102975']",[]
John Kamps,['tt0113820'],[]
Arne Olsen,"['tt0113820', 'tt0113820']",[]
John Hodge,"['tt0117951', 'tt0111149', 'tt0163978']",[]
Irvine Welsh,['tt0117951'],[]
Scott Neustadter,"['tt2582846', 'tt3622592', 'tt1714206', 'tt1022603']",[]
Michael H. Weber,"['tt2582846', 'tt3622592', 'tt1714206']",[]
John Green,"['tt2582846', 'tt3622592']",[]
Hunter S. Thompson,['tt0120669'],[]
Terry Gilliam,"['tt0120669', 'tt1054606', 'tt0088846', 'tt2333804']",[]
Tony Grisoni,['tt0120669'],[]
Tod Davies,['tt0120669'],[]
Alex Cox,"['tt0120669', 'tt0087995']",[]
David O'Malley,['tt0106873'],[]
Jim Thompson,"['tt0099703', 'tt0068638']",[]
Corey Mandell,['tt0185183'],[]
J.D. Shapiro,['tt0185183'],[]
L. Ron Hubbard,['tt0185183'],[]
Danny Strong,['tt1327773'],[]
Wil Haygood,['tt1327773'],[]
Jon Ronson,['tt1234548'],[]
Peter Straughan,"['tt1234548', 'tt0455538', 'tt1226753', 'tt1340800']",[]
Preston Sturges,['tt0034240'],[]
Robert Zemeckis,"['tt0088763', 'tt0096874', 'tt0096874', 'tt0099088', 'tt0099088']",[]
 Bob Gale,['tt0088763'],[]
Jay Martel,"['tt2561572', 'tt2561572']",[]
Ian Roberts,"['tt2561572', 'tt2561572']",[]
Etan Cohen,"['tt2561572', 'tt0387808', 'tt1409024', 'tt0942385']",[]
Adam McKay,"['tt2561572', 'tt1596363', 'tt1386588']",[]
Doug Jung,['tt0310910'],[]
Frank Hannah,['tt0318374'],[]
 Wayne Kramer,['tt0318374'],[]
Ann Biderman,"['tt0112722', 'tt1152836', 'tt0117381']",[]
 David Madsen,['tt0112722'],[]
Keith R. Clarke,['tt1023114'],[]
Slavomir Rawicz,['tt1023114'],[]
Clark Gregg,"['tt0161081', 'tt0161081']",[]
Sarah Kernochan,"['tt0161081', 'tt3062976']",[]
Tom Clancy,"['tt0109444', 'tt0099810']",[]
Donald Stewart,"['tt0109444', 'tt0099810']",[]
